item.Estimate,item.Est.Error,item.l.95..CI,item.u.95..CI,item.Eff.Sample,item.Rhat,submission_id.Estimate,submission_id.Est.Error,submission_id.l.95..CI,submission_id.u.95..CI,submission_id.Eff.Sample,submission_id.Rhat,Rowname
9.533185108545515,2.5711996301331514,5.7643132653032225,15.725133387398152,1625.041335949628,0.9997257877546954,11.964797554745125,1.229455836619302,9.798042949068423,14.519611402104456,1455.6354748154306,1.0024789361641215,sd(Intercept)
0.9184390703780382,0.7377985591171562,0.03586919840183882,2.740448040171385,2865.327223912996,0.9995828236855263,6.787304405812181,0.9247932723953408,5.087089322309635,8.683202196738009,2475.9648178728194,1.0009215699718483,sd(syntax)
2.2081785527238957,1.328454189045689,0.1440468504433941,5.1611879279599435,1431.1437523734762,1.0004529094240782,7.833525031973765,1.0179400763477258,5.945029418782091,9.948762537671213,1871.0923141590147,1.0049092575527507,sd(NP)
1.4576867210113489,1.0220024322852128,0.06867530321091307,3.871521487161725,1492.3898043414192,1.0003021234892995,3.773949311949106,0.8661791201380753,2.0644919888725273,5.504497457860156,2468.957613959865,1.0024320348594742,sd(syntax:NP)
0.020619673427768295,0.4327998211732589,-0.7865675644605069,0.8018768392959024,6331.067028356616,0.9992508284564039,-0.02123412981619221,0.1580191196656429,-0.33001312081052336,0.29274281895959126,2124.4770232872493,0.9996990715712335,"cor(Intercept,syntax)"
-0.23891514329703065,0.35834934738571433,-0.8377772837871207,0.5233111154570155,5213.457357764601,0.9995526052213148,0.020126804964301394,0.1534968685280014,-0.2839756841044235,0.3274758166546004,2275.9042854998224,1.0000713556600156,"cor(Intercept,NP)"
0.11951143195605202,0.4405786819798037,-0.7374527390607032,0.8652413480915899,2340.3148458019045,0.9999995891219433,0.6370896870680144,0.13871949164573072,0.3295344848624879,0.8720142961917029,1340.0385899450764,0.9995548200858452,"cor(syntax,NP)"
-0.1887321559472287,0.39832286418021745,-0.8514123377088513,0.6539835444816983,4763.1293117064,0.999404933034122,0.11030382724482561,0.20925181514665503,-0.30947518573485666,0.5171264852331474,3212.1772153053835,0.9993668326499731,"cor(Intercept,syntax:NP)"
0.11159894949462455,0.442604357752845,-0.7326328927958583,0.8536420101186122,3147.499480869614,1.000419077461872,0.8316654653049917,0.11494054002571558,0.5474051314956582,0.9783641455522455,3050.678267162859,1.0017818197640826,"cor(syntax,syntax:NP)"
0.09582632078407478,0.430543217572308,-0.7337435253036796,0.8299081537330494,3023.126418375881,0.9995648535977616,0.4514228320324316,0.21455372535817827,-4.975788348214158e-4,0.8258063390279539,2519.288682316599,1.0008327267320227,"cor(NP,syntax:NP)"
