Estimate,Est.Error,l.95..CI,u.95..CI,Eff.Sample,Rhat,Rowname
1.7316301818082709,0.3179927252853374,1.1276375660315878,2.384501836913489,1049.9477941592027,1.0031965964175966,Intercept
-0.11609763083087948,0.12554938996981602,-0.364056936780996,0.1253796180547025,2867.8245325605144,0.9998649567689663,syntax_sum
-1.136660256647193,0.1662794767667553,-1.4979403355872,-0.828710292197081,2550.175453789993,1.0021933566811647,NP_subVone
0.8695105053567985,0.2701279298336033,0.3489334339674351,1.4235756686241903,1619.787846066638,1.0019301403915477,NP_basicVone
1.8789439346564976,0.2061284585066476,1.4919759901197733,2.30934713570376,1437.945728767334,1.002960344128953,context_sum
-0.2749055888021941,0.14817172512422858,-0.569537305250018,0.012485705111282936,3199.797991279624,1.0003195918682188,syntax_sum:NP_subVone
0.19353822831251136,0.14619338739335777,-0.08325262787527699,0.48168837307774537,3672.3538026818933,1.0008763061178954,syntax_sum:NP_basicVone
0.023354567156950338,0.10412093418063871,-0.1811322233151253,0.226691503720186,3479.3918041413976,0.9999228653191773,syntax_sum:context_sum
-0.30933629040449107,0.12055217411013477,-0.5435173789949214,-0.06907475584708114,4465.133722102804,0.9998886108133715,NP_subVone:context_sum
-0.05729634582625682,0.13357700962265118,-0.3246607610769227,0.21412545328819527,4080.8120459537295,1.0006536470449119,NP_basicVone:context_sum
-0.00562771090391732,0.15367296396391533,-0.3012729024101428,0.310415931872511,3241.045865088065,0.9994717986459865,syntax_sum:NP_subVone:context_sum
0.049757185779554486,0.1456632765252569,-0.2328606403132718,0.3405529514413833,3731.3018281094355,1.0004687705205413,syntax_sum:NP_basicVone:context_sum
